TAM;TAM;2023-11-18T16:15:00-03:00;2023-11-18;2023-11-20T13:05:00-03:00;2023-11-25T15:45:00-03:00;2023-11-25;2023-11-27T21:00:00-03:00;6;3881.72;3781.72;0;2;3881.72;Recife;Madri;Aeroporto de Madrid-Barajas;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=MAD&ida=18-11-2023&volta=25-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
AZUL;azul;2023-11-10T17:45:00-03:00;2023-11-10;2023-11-11T09:20:00-03:00;2023-11-19T13:00:00-03:00;2023-11-19;2023-11-20T01:55:00-03:00;8;4375.01;4497.48;0;1;4375.01;Recife;Lisboa;Aeroporto de Lisboa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LIS&ida=10-11-2023&volta=19-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
AZUL;azul;2023-11-21T17:35:00-03:00;2023-11-21;2023-11-22T11:05:00-03:00;2023-12-02T13:00:00-03:00;2023-12-02;2023-12-03T01:55:00-03:00;10;4481.4;6475.91;0;1;4481.4;Recife;Lisboa;Aeroporto de Lisboa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LIS&ida=21-11-2023&volta=02-12-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-12-24T17:10:00-03:00;2023-12-24;2023-12-26T15:45:00-03:00;2024-01-06T11:15:00-03:00;2024-01-06;2024-01-06T21:50:00-03:00;12;4580.34;;0;2;4580.34;Recife;Faro;Faro;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=FAO&ida=24-12-2023&volta=06-01-2024&adultos=1&criancas=0&classe=3&is_loyalty=0
KLM;KLM;2023-11-01T12:55:00-03:00;2023-11-01;2023-11-02T16:35:00-03:00;2023-11-15T06:00:00-03:00;2023-11-15;2023-11-16T02:45:00-03:00;13;4676.77;4576.77;0;2;4676.77;Recife;Barcelona;Barcelona;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=BCN&ida=01-11-2023&volta=15-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-10-06T05:00:00-03:00;2023-10-06;2023-10-07T20:15:00-03:00;2023-10-15T22:55:00-03:00;2023-10-15;2023-10-16T20:50:00-03:00;9;4746.51;;0;2;4746.51;Recife;Porto;Aeroporto Francisco Sá Carneiro;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=OPO&ida=06-10-2023&volta=15-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
TAM;TAM;2023-11-15T22:00:00-03:00;2023-11-15;2023-11-17T08:55:00-03:00;2023-11-20T13:30:00-03:00;2023-11-20;2023-11-21T21:15:00-03:00;4;4798.78;4698.78;0;2;4798.78;Recife;Roma;Aeroporto Internacional de Roma;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=ROM&ida=15-11-2023&volta=20-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=1
GOL;gol;2023-11-14T05:00:00-03:00;2023-11-14;2023-11-15T06:15:00-03:00;2023-11-20T17:00:00-03:00;2023-11-20;2023-11-20T21:50:00-03:00;6;4844.8;;0;1;4844.8;Recife;Lisboa;Aeroporto de Lisboa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LIS&ida=14-11-2023&volta=20-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-10-08T18:00:00-03:00;2023-10-08;2023-10-09T11:10:00-03:00;2023-10-15T17:10:00-03:00;2023-10-15;2023-10-15T20:50:00-03:00;6;4855.51;;0;1;4855.51;Recife;Lisboa;Aeroporto de Lisboa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LIS&ida=08-10-2023&volta=15-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-09-25T05:00:00-03:00;2023-09-25;2023-09-26T11:25:00-03:00;2023-10-09T11:05:00-03:00;2023-10-09;2023-10-09T20:50:00-03:00;14;4963.65;;0;2;4963.65;Recife;Madri;Aeroporto de Madrid-Barajas;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=MAD&ida=25-09-2023&volta=09-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
