TAM;TAM;2023-11-10T16:15:00-03:00;2023-11-10;2023-11-13T08:55:00-03:00;2023-11-24T12:00:00-03:00;2023-11-24;2023-11-25T22:35:00-03:00;13;3589.47;3489.47;0;2;3589.47;Recife;Barcelona;Barcelona;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=BCN&ida=10-11-2023&volta=24-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-10-10T05:00:00-03:00;2023-10-10;2023-10-11T15:40:00-03:00;2023-10-24T13:35:00-03:00;2023-10-24;2023-10-24T20:50:00-03:00;14;3923.45;;0;2;3923.45;Recife;Madri;Aeroporto de Madrid-Barajas;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=MAD&ida=10-10-2023&volta=24-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-11-16T05:00:00-03:00;2023-11-16;2023-11-18T11:00:00-03:00;2023-11-27T14:00:00-03:00;2023-11-27;2023-11-27T21:50:00-03:00;11;4092.01;;0;2;4092.01;Recife;Porto;Aeroporto Francisco Sá Carneiro;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=OPO&ida=16-11-2023&volta=27-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
TAM;tam;2023-10-17T23:40:00-03:00;2023-10-17;2023-10-19T10:00:00-03:00;2023-10-31T12:15:00-03:00;2023-10-31;2023-11-01T01:50:00-03:00;13;4189.28;4000.97;0;2;4189.28;Recife;Milão;Aeroporto de Milão-Malpensa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=MIL&ida=17-10-2023&volta=31-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-12-25T05:00:00-03:00;2023-12-25;2023-12-26T15:25:00-03:00;2024-01-01T15:00:00-03:00;2024-01-01;2024-01-01T21:50:00-03:00;7;4305.55;;0;2;4305.55;Recife;Madri;Aeroporto de Madrid-Barajas;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=MAD&ida=25-12-2023&volta=01-01-2024&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;GOL;2023-11-08T05:00:00-03:00;2023-11-08;2023-11-09T23:10:00-03:00;2023-11-18T05:00:00-03:00;2023-11-18;2023-11-19T17:10:00-03:00;10;4336.55;4236.55;0;2;4336.55;Recife;Lisboa;Aeroporto de Lisboa;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LIS&ida=08-11-2023&volta=18-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=1
GOL;gol;2023-08-10T17:55:00-03:00;2023-08-10;2023-08-12T10:30:00-03:00;2023-08-24T11:20:00-03:00;2023-08-24;2023-08-24T20:50:00-03:00;13;4393.17;;0;2;4393.17;Recife;Londres;Aeroporto de Londres Heathrow;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=LHR&ida=10-08-2023&volta=24-08-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-10-17T17:40:00-03:00;2023-10-17;2023-10-18T19:05:00-03:00;2023-10-31T12:40:00-03:00;2023-10-31;2023-11-02T01:35:00-03:00;13;4476.99;;0;2;4476.99;Recife;Paris;Aeroporto de Paris-Charles de Gaulle;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=CDG&ida=17-10-2023&volta=31-10-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
AZUL;azul;2023-11-02T17:55:00-03:00;2023-11-02;2023-11-03T21:40:00-03:00;2023-11-16T21:15:00-03:00;2023-11-16;2023-11-17T16:35:00-03:00;14;4547.23;5080.39;0;2;4547.23;Recife;Paris;Aeroporto de Paris-Orly;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=ORY&ida=02-11-2023&volta=16-11-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
GOL;gol;2023-12-02T12:55:00-03:00;2023-12-02;2023-12-03T18:25:00-03:00;2023-12-09T18:00:00-03:00;2023-12-09;2023-12-10T21:50:00-03:00;7;4564.08;;0;2;4564.08;Recife;Zurique;Aeroporto de Zurique;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre;https://123milhas.com/v2/busca?de=REC&para=ZRH&ida=02-12-2023&volta=09-12-2023&adultos=1&criancas=0&classe=3&is_loyalty=0
